"filename class(0 is Hui, 1 is not)"
ia_100000008984.jpg 1
ia_100000008994.png 0
ia_100000009018.jpeg 0
ia_100000009042.jpg 1
ia_100000009043.jpg 0
ia_100000009044.jpg 1
ia_100000009057.jpg 1
ia_100000009058.jpg 1
ia_100000009873.jpeg 1
ia_100000010487.jpg 1
ia_100000010653.jpg 1
ia_100003117.jpg 1
ia_100003118.jpg 1
ia_100003119.jpg 0
ia_100003120.jpg 1
ia_100003121.jpg 1
ia_100003122.jpg 0
ia_100003123.jpg 1
ia_100003124.jpg 0
ia_100003125.jpg 1
ia_100003126.jpg 0
ia_100003127.jpg 1
ia_100003129.jpg 1
ia_100003131.jpg 1
ia_100003132.jpg 0
ia_100003133.jpg 0
ia_100003134.jpg 1
ia_100003135.jpg 0
ia_100003136.jpg 0
ia_100003137.jpg 1
ia_100003262.jpg 1
ia_100003263.jpg 1
ia_100003264.jpg 1
ia_100003265.jpg 0
ia_100003266.jpg 0
ia_100003268.jpg 0
ia_100003271.jpg 1
ia_100003272.jpg 1
ia_100003273.jpg 0
ia_100003275.jpg 0
ia_100003276.jpg 1
ia_100003277.jpg 0
ia_100003278.jpg 0
ia_100003279.jpg 0
ia_100003280.jpg 0
ia_100003282.jpg 0
ia_100003291.jpg 1
ia_100003292.jpg 1
ia_100003293.jpg 0
ia_100003294.jpg 0
ia_100003295.jpg 0
ia_100003296.png 0
ia_100003297.jpg 0
ia_100003298.jpg 0
ia_100003299.jpg 0
ia_100003300.jpg 0
ia_100003301.jpg 0
ia_100003302.jpg 1
ia_100003303.jpg 0
ia_100003304.jpg 0
ia_100003305.jpg 1
ia_100003306.jpg 0
ia_100003307.jpg 0
ia_100003308.jpg 1
ia_100003309.jpg 0
ia_100003310.jpg 1
ia_100003311.jpg 0
ia_100003320.jpg 1
ia_100003321.jpg 1
ia_100003322.jpg 1
ia_100003323.jpg 1
ia_100003324.jpg 1
ia_100003325.jpg 1
ia_100003326.jpg 0
ia_100003328.jpg 0
ia_100003329.jpg 0
ia_100003330.jpg 0
ia_100003331.jpg 0
ia_100003332.jpg 0
ia_100003333.jpg 0
ia_100003334.jpg 1
ia_100003335.jpg 1
ia_100003336.jpg 1
ia_100003337.jpg 1
ia_100003338.jpg 0
ia_100003339.jpg 1
ia_100003340.jpg 1
ia_100003380.jpg 1
ia_100003381.jpg 1
ia_100003382.jpg 0
ia_100003383.jpg 0
ia_100003384.jpg 0
ia_100003385.jpg 0
ia_100003386.jpg 1
ia_100003387.jpg 0
ia_100003388.jpg 0
ia_100003389.jpg 0
ia_100003390.jpg 0
ia_100003391.jpg 0
ia_100003392.jpg 1
ia_100003393.jpg 0
ia_100003394.jpg 0
ia_100003395.jpg 1
ia_100003396.jpg 0
ia_100003397.jpg 1
ia_100003398.jpg 0
ia_100003407.jpg 1
ia_100003408.jpg 0
ia_100003409.jpg 1
ia_100003410.jpg 0
ia_100003411.jpg 0
ia_100003412.jpg 1
ia_100003413.jpg 1
ia_100003414.jpg 0
ia_100003415.jpg 0
ia_100003416.jpg 0
ia_100003417.jpg 0
ia_100003418.jpg 0
ia_100003419.jpg 0
ia_100003420.jpg 0
ia_100003421.jpg 0
ia_100003422.jpg 0
ia_100003423.jpg 0
ia_100003424.jpg 0
ia_100003425.jpg 0
ia_100003426.jpg 0
ia_100003427.jpg 0
ia_100003428.jpg 0
ia_100003437.jpg 0
ia_100003440.jpg 0
ia_100003442.jpg 0
ia_100003443.jpg 0
ia_100003445.jpg 0
ia_100003449.jpg 0
ia_100003452.jpg 0
ia_100003453.jpg 0
ia_100003454.jpg 0
ia_100003455.jpg 0
ia_100003456.jpg 0
ia_100003457.jpg 0
ia_100003494.jpg 1
ia_100003495.jpg 0
ia_100003497.jpg 0
ia_100003498.jpg 0
ia_100003499.jpg 0
ia_100003500.jpg 0
ia_100003501.jpg 0
ia_100003502.jpg 0
ia_100003504.jpg 0
ia_100003505.jpg 0
ia_100003506.jpg 0
ia_100003507.jpg 0
ia_100003508.jpg 0
ia_100003509.jpg 0
ia_100003510.jpg 0
ia_100003511.jpg 0
ia_100003512.jpg 0
ia_100003513.jpg 0
ia_100003525.jpg 0
ia_100003526.jpg 1
ia_100003530.jpg 0
ia_100003531.jpg 0
ia_100003532.jpg 0
ia_100003533.jpg 0
ia_100003540.jpg 0
ia_100003542.jpg 0
ia_100003543.jpg 0
ia_100009108.jpg 1
ia_100009417.jpg 0
ia_100009471.jpg 1
ia_100009472.jpg 0
ia_100009473.jpg 1
ia_100009528.jpg 0
ia_100009529.jpg 0
ia_100009587.jpg 0
ia_100009642.jpg 1
ia_100009643.jpg 1
ia_100009821.jpg 1
ia_100009822.jpg 0
ia_100009863.jpg 0
ia_100009867.jpg 0
ia_100009868.jpg 0
ia_100010183.jpg 1
ia_100010314.jpg 1
ia_100010334.jpg 0
ia_100010335.jpg 0
ia_100010374.jpg 1
ia_100010402.jpg 1
ia_100010605.jpg 1
ia_100010633.jpg 1
ia_100010669.jpg 1
ia_100010670.jpg 1
ia_100010728.jpg 0
ia_100010891.jpg 1
ia_100010893.jpg 1
ia_100010949.jpg 1
ia_100010978.jpg 0
ia_100011090.jpg 0
ia_100011118.jpg 0
ia_100011119.jpg 0
ia_100011120.jpg 0
ia_100011207.jpg 0
ia_100011263.jpg 1
ia_100011376.jpg 1
ia_100011377.jpg 1
ia_100011404.jpg 1
ia_100011405.jpg 1
ia_100011407.jpg 1
ia_100011546.jpg 0
ia_100011547.jpg 0
ia_100011548.jpg 0
ia_100011634.jpg 1
ia_100011636.jpg 0
ia_100011804.jpg 1
ia_100011805.jpg 1
